 latitude, longitude
44.66830584,-65.44815692
44.66830584,-65.44815692
44.66830584,-65.44815692
44.66830584,-65.44815692
44.71292816,-65.44111276
44.63606649,-63.85403751
44.58022233,-65.40344264
44.58022233,-65.40344264
44.58022233,-65.40344264
44.58022233,-65.40344264
44.58022233,-65.40344264
44.58022233,-65.40344264
44.72329329,-64.81565811
44.72595072,-65.36561658
44.72595072,-65.36561658
44.72595072,-65.36561658
44.72595072,-65.36561658
44.72595072,-65.36561658
44.6856202,-65.00852272
44.6856202,-65.00852272
44.6856202,-65.00852272
44.6856202,-65.00852272
44.6856202,-65.00852272
44.6856202,-65.00852272
44.82683764,-65.45643041
44.82683764,-65.45643041
44.82683764,-65.45643041
44.68583963,-64.93854516
44.68583963,-64.93854516
44.68583963,-64.93854516
44.68583963,-64.93854516
44.47806243,-65.1304846
44.47806243,-65.1304846
44.47806243,-65.1304846
44.47806243,-65.1304846
44.47806243,-65.1304846
44.47193133,-65.15018928
44.47193133,-65.15018928
44.47193133,-65.15018928
44.47193133,-65.15018928
44.47193133,-65.15018928
44.47193133,-65.15018928
44.47193133,-65.15018928
44.47193133,-65.15018928
44.47193133,-65.15018928
44.50586511,-65.47904636
44.50586511,-65.47904636
44.50586511,-65.47904636
44.50586511,-65.47904636
44.50586511,-65.47904636
44.52896237,-65.33137237
44.52896237,-65.33137237
44.52896237,-65.33137237
44.52896237,-65.33137237
44.7637835,-65.16958464
44.7637835,-65.16958464
44.7637835,-65.16958464
44.7637835,-65.16958464
44.7637835,-65.16958464
44.7637835,-65.16958464
44.7637835,-65.16958464
44.43331098,-65.18333689
44.43331098,-65.18333689
44.43331098,-65.18333689
44.49650449,-65.10206326
44.49650449,-65.10206326
44.49650449,-65.10206326
44.49650449,-65.10206326
44.49650449,-65.10206326
44.49650449,-65.10206326
44.58753721,-65.40662909
44.58753721,-65.40662909
44.58753721,-65.40662909
44.58753721,-65.40662909
44.58753721,-65.40662909
44.58753721,-65.40662909
44.46941512,-65.1594883
44.46941512,-65.1594883
44.46941512,-65.1594883
44.46941512,-65.1594883
44.46941512,-65.1594883
44.46941512,-65.1594883
44.46941512,-65.1594883
44.72519146,-65.03613222
44.72519146,-65.03613222
44.89553181,-65.27356164
44.89553181,-65.27356164
44.50125527,-64.99277078
44.50125527,-64.99277078
44.50125527,-64.99277078
44.50125527,-64.99277078
44.89553181,-65.27356164
44.89553181,-65.27356164
44.89553181,-65.27356164
44.58529478,-65.43595092
44.58529478,-65.43595092
44.58529478,-65.43595092
44.58529478,-65.43595092
44.68504052,-65.48608755
44.68504052,-65.48608755
44.74311857,-65.004905
44.74311857,-65.004905
44.74311857,-65.004905
44.74311857,-65.004905
44.74311857,-65.004905
44.74311857,-65.004905
44.56758618,-65.51362998
44.56758618,-65.51362998
44.56758618,-65.51362998
44.56758618,-65.51362998
44.71063606,-65.15235957
44.71063606,-65.15235957
44.71063606,-65.15235957
44.71063606,-65.15235957
44.63639659,-64.85853705
44.63639659,-64.85853705
44.63639659,-64.85853705
44.63639659,-64.85853705
44.63639659,-64.85853705
44.63639659,-64.85853705
44.63639659,-64.85853705
44.5409069,-65.41077344
44.5409069,-65.41077344
44.5409069,-65.41077344
44.5409069,-65.41077344
44.5409069,-65.41077344
44.5409069,-65.41077344
44.58185003,-64.99151732
44.58185003,-64.99151732
44.58185003,-64.99151732
44.58185003,-64.99151732
44.58185003,-64.99151732
44.77473301,-65.06955751
44.77473301,-65.06955751
44.77473301,-65.06955751
44.77473301,-65.06955751
44.77473301,-65.06955751
44.77473301,-65.06955751
44.48132543,-65.24215428
44.48132543,-65.24215428
44.48132543,-65.24215428
44.49634519,-65.53133181
44.49634519,-65.53133181
44.49634519,-65.53133181
44.49634519,-65.53133181
44.55249699,-65.4582887
44.55249699,-65.4582887
44.55249699,-65.4582887
44.55249699,-65.4582887
44.55249699,-65.4582887
44.55249699,-65.4582887
44.73506822,-65.36874175
44.73506822,-65.36874175
44.73506822,-65.36874175
44.73506822,-65.36874175
44.73506822,-65.36874175
44.73506822,-65.36874175
44.73506822,-65.36874175
44.5270519,-65.34552932
44.5270519,-65.34552932
44.5270519,-65.34552932
44.5270519,-65.34552932
44.5270519,-65.34552932
44.5270519,-65.34552932
44.5270519,-65.34552932
44.85163871,-65.04306482
44.73073704,-64.9767063
44.73073704,-64.9767063
44.73073704,-64.9767063
44.73073704,-64.9767063
44.73073704,-64.9767063
44.73073704,-64.9767063
44.61461897,-64.92859861
44.61461897,-64.92859861
44.61461897,-64.92859861
44.61461897,-64.92859861
44.61461897,-64.92859861
44.81916673,-65.44053469
44.81916673,-65.44053469
44.81916673,-65.44053469
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
44.73329476,-65.03606303
45.51537971,-61.98110836
45.51537971,-61.98110836
45.51537971,-61.98110836
45.51537971,-61.98110836
45.51537971,-61.98110836
45.51537971,-61.98110836
45.51537971,-61.98110836
45.51537971,-61.98110836
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.55606523,-62.05444212
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.52529503,-61.97263142
45.59998599,-62.13333201
45.59998599,-62.13333201
45.59998599,-62.13333201
45.59998599,-62.13333201
45.36194584,-61.90726777
45.61696096,-61.83557667
45.61696096,-61.83557667
45.61696096,-61.83557667
45.61696096,-61.83557667
45.61696096,-61.83557667
45.4333026,-61.93332724
45.4333026,-61.93332724
45.4333026,-61.93332724
45.4333026,-61.93332724
45.4333026,-61.93332724
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.42155572,-62.02917059
45.50854948,-61.92339363
45.50854948,-61.92339363
45.53584416,-62.08033278
45.53584416,-62.08033278
45.53584416,-62.08033278
45.53584416,-62.08033278
45.53584416,-62.08033278
45.53584416,-62.08033278
45.47719654,-62.03072324
45.47719654,-62.03072324
45.61984368,-61.60298895
45.61984368,-61.60298895
45.61984368,-61.60298895
45.61984368,-61.60298895
45.61984368,-61.60298895
45.61984368,-61.60298895
45.71131353,-62.15553564
46.19997736,-59.96666616
46.19997736,-59.96666616
46.133373,-59.96666449
45.91464654,-60.65856186
45.91464654,-60.65856186
45.91464654,-60.65856186
45.91464654,-60.65856186
45.91464654,-60.65856186
45.91464654,-60.65856186
45.91464654,-60.65856186
45.91464654,-60.65856186
45.91464654,-60.65856186
45.91464654,-60.65856186
45.95173593,-60.10526215
45.95173593,-60.10526215
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.06697189,-60.30878097
46.18504094,-60.16297981
46.18504094,-60.16297981
45.87134608,-60.22808827
45.87134608,-60.22808827
45.87134608,-60.22808827
45.87134608,-60.22808827
45.87134608,-60.22808827
45.87134608,-60.22808827
45.87134608,-60.22808827
45.87134608,-60.22808827
46.0739906,-60.13839266
46.0739906,-60.13839266
46.0739906,-60.13839266
46.0739906,-60.13839266
46.0739906,-60.13839266
45.8113756,-60.54140469
45.8113756,-60.54140469
45.8113756,-60.54140469
45.8113756,-60.54140469
45.8113756,-60.54140469
45.80086272,-60.29158268
45.80086272,-60.29158268
46.14108331,-60.34497184
46.14108331,-60.34497184
46.14108331,-60.34497184
46.14108331,-60.34497184
46.14108331,-60.34497184
46.14108331,-60.34497184
46.14108331,-60.34497184
46.14108331,-60.34497184
46.05352525,-60.17681133
46.05352525,-60.17681133
46.05352525,-60.17681133
46.05352525,-60.17681133
46.05352525,-60.17681133
46.05352525,-60.17681133
45.81280072,-60.20799486
45.81280072,-60.20799486
45.81280072,-60.20799486
45.81280072,-60.20799486
46.22340486,-60.2785654
46.22340486,-60.2785654
46.22340486,-60.2785654
46.22340486,-60.2785654
46.22340486,-60.2785654
46.05966765,-60.39751811
46.05966765,-60.39751811
46.05966765,-60.39751811
46.05966765,-60.39751811
46.06681451,-60.29830191
46.06681451,-60.29830191
46.06681451,-60.29830191
46.06681451,-60.29830191
46.06681451,-60.29830191
46.06681451,-60.29830191
46.06681451,-60.29830191
45.95891584,-59.95564851
45.95891584,-59.95564851
45.95891584,-59.95564851
45.95891584,-59.95564851
45.95891584,-59.95564851
45.95891584,-59.95564851
45.95891584,-59.95564851
45.86342919,-60.19507568
45.86342919,-60.19507568
45.86342919,-60.19507568
46.06680456,-60.21544303
46.06680456,-60.21544303
46.06680456,-60.21544303
46.06680456,-60.21544303
46.06680456,-60.21544303
46.06680456,-60.21544303
46.06680456,-60.21544303
46.06680456,-60.21544303
45.98424098,-59.91662244
45.98424098,-59.91662244
45.98424098,-59.91662244
45.98424098,-59.91662244
45.98424098,-59.91662244
45.98424098,-59.91662244
45.98424098,-59.91662244
45.98424098,-59.91662244
45.84471368,-60.17707219
45.84471368,-60.17707219
45.84471368,-60.17707219
45.84471368,-60.17707219
45.83619869,-60.2004628
45.83619869,-60.2004628
46.07874782,-59.9703862
46.07874782,-59.9703862
46.07874782,-59.9703862
46.07874782,-59.9703862
46.07874782,-59.9703862
46.07874782,-59.9703862
46.02687459,-60.431943
46.02687459,-60.431943
46.02687459,-60.431943
45.8608617,-60.32821857
45.8608617,-60.32821857
45.8608617,-60.32821857
45.8608617,-60.32821857
45.8608617,-60.32821857
45.8608617,-60.32821857
46.02305712,-60.32061732
46.02305712,-60.32061732
46.02305712,-60.32061732
45.08389304,-61.88002812
45.86614149,-60.21764063
45.86614149,-60.21764063
45.86614149,-60.21764063
45.86614149,-60.21764063
45.86614149,-60.21764063
45.86614149,-60.21764063
45.86614149,-60.21764063
45.86614149,-60.21764063
46.13350923,-60.12861574
46.18116642,-60.35795571
46.18116642,-60.35795571
46.18116642,-60.35795571
46.18116642,-60.35795571
45.88186155,-60.22744899
45.88186155,-60.22744899
45.88186155,-60.22744899
45.88186155,-60.22744899
45.88186155,-60.22744899
45.88186155,-60.22744899
45.19297546,-62.93415683
45.19297546,-62.93415683
45.58883553,-63.4157488
45.58883553,-63.4157488
45.5782051,-63.33654812
45.54351124,-63.40434711
45.14823578,-63.15883111
45.14823578,-63.15883111
45.14823578,-63.15883111
45.14823578,-63.15883111
45.14823578,-63.15883111
45.14823578,-63.15883111
45.14823578,-63.15883111
45.43336951,-63.46666479
45.43336951,-63.46666479
45.43336951,-63.46666479
45.30722208,-63.02021865
45.30722208,-63.02021865
45.30722208,-63.02021865
45.30722208,-63.02021865
45.30722208,-63.02021865
45.30722208,-63.02021865
45.5586449,-63.12973176
45.5586449,-63.12973176
45.5586449,-63.12973176
45.5586449,-63.12973176
45.5586449,-63.12973176
45.5586449,-63.12973176
45.5586449,-63.12973176
45.47969847,-63.85911519
45.47969847,-63.85911519
45.47969847,-63.85911519
45.55351295,-63.34635551
45.55351295,-63.34635551
45.54022247,-63.54583555
45.54022247,-63.54583555
45.54022247,-63.54583555
45.54022247,-63.54583555
45.51394464,-63.39084594
45.55874747,-63.39738358
45.57482571,-63.51808929
45.57482571,-63.51808929
45.57482571,-63.51808929
45.57482571,-63.51808929
45.57482571,-63.51808929
45.57482571,-63.51808929
45.29795032,-63.02166933
45.29795032,-63.02166933
45.46804895,-63.0805414
45.46804895,-63.0805414
45.46804895,-63.0805414
45.57312657,-63.40381623
45.57312657,-63.40381623
45.57269219,-63.37272099
45.57269219,-63.37272099
45.57269219,-63.37272099
45.3854218,-63.56029826
45.3854218,-63.56029826
45.3854218,-63.56029826
45.3854218,-63.56029826
45.39144668,-63.43809927
45.39144668,-63.43809927
45.39144668,-63.43809927
45.39144668,-63.43809927
45.36942199,-63.01849128
45.36942199,-63.01849128
45.46109941,-63.89001692
45.46109941,-63.89001692
45.48346183,-63.04144611
45.48346183,-63.04144611
45.48346183,-63.04144611
45.48346183,-63.04144611
45.48346183,-63.04144611
45.48346183,-63.04144611
45.65491469,-63.45955547
45.65491469,-63.45955547
45.65491469,-63.45955547
45.65491469,-63.45955547
45.65491469,-63.45955547
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.21910612,-63.31812028
45.51568285,-63.94161645
45.51568285,-63.94161645
45.51568285,-63.94161645
45.57180573,-63.48849498
45.57180573,-63.48849498
45.57180573,-63.48849498
45.31064005,-63.03157361
45.31064005,-63.03157361
45.31064005,-63.03157361
45.53248586,-63.94513703
45.53248586,-63.94513703
45.53248586,-63.94513703
45.58330402,-63.31612006
45.71279199,-63.7061884
45.71279199,-63.7061884
45.71279199,-63.7061884
45.71279199,-63.7061884
45.71279199,-63.7061884
45.71279199,-63.7061884
45.71279199,-63.7061884
45.71279199,-63.7061884
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.70363303,-63.92945431
45.79920148,-64.21029267
45.79920148,-64.21029267
45.79920148,-64.21029267
45.7389736,-63.52432278
45.7389736,-63.52432278
45.7389736,-63.52432278
45.7389736,-63.52432278
45.7389736,-63.52432278
45.4744408,-64.33983207
45.4744408,-64.33983207
45.4744408,-64.33983207
45.4744408,-64.33983207
45.4744408,-64.33983207
45.4744408,-64.33983207
45.4744408,-64.33983207
45.4744408,-64.33983207
45.4744408,-64.33983207
45.4744408,-64.33983207
45.4744408,-64.33983207
45.70836692,-64.27793689
45.70836692,-64.27793689
45.70836692,-64.27793689
45.70836692,-64.27793689
45.70836692,-64.27793689
45.70836692,-64.27793689
45.55271941,-63.69737776
45.55271941,-63.69737776
45.55271941,-63.69737776
45.55271941,-63.69737776
45.85289884,-63.84391275
45.85289884,-63.84391275
45.85289884,-63.84391275
45.85289884,-63.84391275
45.85289884,-63.84391275
45.88164467,-64.14955338
45.88164467,-64.14955338
45.88164467,-64.14955338
45.79458758,-64.2541981
45.79458758,-64.2541981
45.79458758,-64.2541981
45.43709403,-64.34677253
45.43709403,-64.34677253
45.43709403,-64.34677253
45.43709403,-64.34677253
45.43709403,-64.34677253
45.66293913,-64.32302558
45.66293913,-64.32302558
45.66293913,-64.32302558
45.66293913,-64.32302558
45.43258019,-64.33255106
45.43258019,-64.33255106
45.43258019,-64.33255106
45.43258019,-64.33255106
45.43258019,-64.33255106
45.43258019,-64.33255106
45.43258019,-64.33255106
45.69076886,-63.47406639
45.69076886,-63.47406639
45.69076886,-63.47406639
45.69076886,-63.47406639
45.69076886,-63.47406639
45.69076886,-63.47406639
45.69076886,-63.47406639
45.9229599,-64.0848397
45.9229599,-64.0848397
45.9229599,-64.0848397
45.9229599,-64.0848397
45.9229599,-64.0848397
45.9229599,-64.0848397
45.9229599,-64.0848397
45.9229599,-64.0848397
45.52090113,-64.33861695
45.52090113,-64.33861695
45.52090113,-64.33861695
45.52090113,-64.33861695
45.52090113,-64.33861695
45.52090113,-64.33861695
45.73337921,-63.86667259
45.73337921,-63.86667259
45.75875213,-63.68213059
45.75875213,-63.68213059
45.75875213,-63.68213059
45.75875213,-63.68213059
45.54983365,-63.93716464
45.54983365,-63.93716464
45.40274093,-64.48919477
45.88034697,-64.18841908
45.88034697,-64.18841908
45.88034697,-64.18841908
45.88034697,-64.18841908
45.51737645,-63.6772106
45.51737645,-63.6772106
45.51737645,-63.6772106
45.51737645,-63.6772106
45.51737645,-63.6772106
45.51737645,-63.6772106
45.51737645,-63.6772106
45.71973266,-63.89715979
45.71973266,-63.89715979
45.71973266,-63.89715979
45.71973266,-63.89715979
45.71973266,-63.89715979
45.71973266,-63.89715979
45.71973266,-63.89715979
45.71973266,-63.89715979
45.49061542,-64.4805673
45.49061542,-64.4805673
45.49061542,-64.4805673
45.49061542,-64.4805673
45.49061542,-64.4805673
45.49061542,-64.4805673
45.73409209,-63.63492935
45.73409209,-63.63492935
45.73409209,-63.63492935
45.73409209,-63.63492935
44.36851282,-65.90888177
44.36851282,-65.90888177
44.36851282,-65.90888177
44.36851282,-65.90888177
44.36851282,-65.90888177
44.36851282,-65.90888177
44.36851282,-65.90888177
44.46597907,-65.83502537
44.46597907,-65.83502537
44.46597907,-65.83502537
44.48924706,-65.85862713
44.48924706,-65.85862713
44.48924706,-65.85862713
44.48924706,-65.85862713
44.34592889,-65.93300545
44.34592889,-65.93300545
44.34592889,-65.93300545
44.34592889,-65.93300545
44.34592889,-65.93300545
44.34592889,-65.93300545
44.34592889,-65.93300545
44.34592889,-65.93300545
44.34592889,-65.93300545
44.53131646,-65.67170273
44.53131646,-65.67170273
44.53131646,-65.67170273
44.53131646,-65.67170273
44.3363799,-66.06680745
44.3363799,-66.06680745
44.3363799,-66.06680745
44.3363799,-66.06680745
44.21525518,-66.03454649
44.21525518,-66.03454649
44.21525518,-66.03454649
44.21525518,-66.03454649
44.21525518,-66.03454649
44.21525518,-66.03454649
44.21525518,-66.03454649
44.21525518,-66.03454649
44.33021212,-66.04161456
44.33021212,-66.04161456
44.33021212,-66.04161456
44.33021212,-66.04161456
44.33021212,-66.04161456
44.33021212,-66.04161456
44.48021685,-65.70842428
44.48021685,-65.70842428
44.48021685,-65.70842428
44.48021685,-65.70842428
44.48021685,-65.70842428
44.48021685,-65.70842428
44.42752664,-65.70948079
44.42752664,-65.70948079
44.42752664,-65.70948079
44.42752664,-65.70948079
44.42752664,-65.70948079
44.42752664,-65.70948079
44.42752664,-65.70948079
44.3351457,-65.90759412
44.3351457,-65.90759412
44.3351457,-65.90759412
44.3351457,-65.90759412
44.3351457,-65.90759412
44.3404876,-65.9134657
44.3404876,-65.9134657
44.3404876,-65.9134657
44.3404876,-65.9134657
44.3404876,-65.9134657
44.3404876,-65.9134657
44.3404876,-65.9134657
44.3404876,-65.9134657
44.3404876,-65.9134657
44.3404876,-65.9134657
44.3404876,-65.9134657
44.32294396,-66.01356144
44.32294396,-66.01356144
44.32294396,-66.01356144
44.32294396,-66.01356144
44.32294396,-66.01356144
44.32294396,-66.01356144
44.32294396,-66.01356144
44.19562661,-66.1049277
44.19562661,-66.1049277
44.19562661,-66.1049277
44.19562661,-66.1049277
44.19562661,-66.1049277
44.19562661,-66.1049277
44.19562661,-66.1049277
44.19562661,-66.1049277
44.19562661,-66.1049277
44.19562661,-66.1049277
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.19650749,-66.04213016
44.33589166,-65.78010163
44.33589166,-65.78010163
44.33589166,-65.78010163
44.33589166,-65.78010163
44.33589166,-65.78010163
44.33589166,-65.78010163
44.15280435,-66.10046616
44.15280435,-66.10046616
44.15280435,-66.10046616
44.15280435,-66.10046616
44.15280435,-66.10046616
44.15280435,-66.10046616
44.15280435,-66.10046616
44.15280435,-66.10046616
44.0552363,-66.1128308
44.0552363,-66.1128308
44.0552363,-66.1128308
44.0552363,-66.1128308
44.0552363,-66.1128308
44.0552363,-66.1128308
44.0552363,-66.1128308
44.0552363,-66.1128308
44.06180328,-66.12619727
44.06180328,-66.12619727
44.06180328,-66.12619727
44.06180328,-66.12619727
44.06180328,-66.12619727
44.06180328,-66.12619727
44.06180328,-66.12619727
44.06180328,-66.12619727
44.06180328,-66.12619727
44.34163704,-65.7955148
44.34163704,-65.7955148
44.34163704,-65.7955148
44.34163704,-65.7955148
44.2352996,-66.04925133
44.2352996,-66.04925133
44.2352996,-66.04925133
44.2352996,-66.04925133
44.2352996,-66.04925133
44.2352996,-66.04925133
44.2352996,-66.04925133
44.54240173,-65.73954248
44.54240173,-65.73954248
44.54240173,-65.73954248
44.54240173,-65.73954248
44.15997542,-66.05488264
44.15997542,-66.05488264
44.15997542,-66.05488264
44.15997542,-66.05488264
44.15997542,-66.05488264
44.15997542,-66.05488264
44.15997542,-66.05488264
44.15997542,-66.05488264
44.15997542,-66.05488264
44.15997542,-66.05488264
44.15997542,-66.05488264
44.44894004,-65.86124604
44.44894004,-65.86124604
44.44894004,-65.86124604
44.44894004,-65.86124604
44.44894004,-65.86124604
44.44894004,-65.86124604
44.44894004,-65.86124604
44.09049273,-66.02030966
44.09049273,-66.02030966
44.09049273,-66.02030966
44.09049273,-66.02030966
44.09049273,-66.02030966
44.09049273,-66.02030966
44.09049273,-66.02030966
44.09049273,-66.02030966
44.09049273,-66.02030966
44.09049273,-66.02030966
44.10934299,-66.12604297
44.10934299,-66.12604297
44.10934299,-66.12604297
44.10934299,-66.12604297
44.10934299,-66.12604297
44.10934299,-66.12604297
44.10934299,-66.12604297
44.22974527,-66.04147685
44.22974527,-66.04147685
44.22974527,-66.04147685
44.22974527,-66.04147685
44.22974527,-66.04147685
44.22974527,-66.04147685
44.22974527,-66.04147685
44.22974527,-66.04147685
44.51419702,-65.80733136
44.51419702,-65.80733136
44.51419702,-65.80733136
44.51419702,-65.80733136
44.51419702,-65.80733136
44.51419702,-65.80733136
44.51419702,-65.80733136
44.51419702,-65.80733136
44.51419702,-65.80733136
44.51419702,-65.80733136
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.09678203,-66.02758846
44.16740739,-66.09315187
44.16740739,-66.09315187
44.16740739,-66.09315187
44.16740739,-66.09315187
44.16740739,-66.09315187
44.32696506,-65.92825941
44.32696506,-65.92825941
44.32696506,-65.92825941
44.32696506,-65.92825941
44.32696506,-65.92825941
44.32696506,-65.92825941
44.32696506,-65.92825941
44.32696506,-65.92825941
44.32696506,-65.92825941
44.32696506,-65.92825941
44.1408082,-65.96579214
44.1408082,-65.96579214
44.1408082,-65.96579214
44.1408082,-65.96579214
44.1408082,-65.96579214
44.1408082,-65.96579214
44.1408082,-65.96579214
44.31460209,-65.99872694
44.31460209,-65.99872694
44.31460209,-65.99872694
44.31460209,-65.99872694
44.31460209,-65.99872694
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.47055132,-65.55764892
44.3964518,-66.01181031
44.3964518,-66.01181031
44.3964518,-66.01181031
44.3964518,-66.01181031
44.3964518,-66.01181031
44.41157965,-65.73641288
44.41157965,-65.73641288
44.41157965,-65.73641288
44.41157965,-65.73641288
44.41157965,-65.73641288
44.41157965,-65.73641288
44.41157965,-65.73641288
44.41157965,-65.73641288
44.12020093,-66.09430987
44.12020093,-66.09430987
44.12020093,-66.09430987
44.12020093,-66.09430987
44.23327576,-66.07100931
44.23327576,-66.07100931
44.23327576,-66.07100931
44.23327576,-66.07100931
44.23327576,-66.07100931
44.27385157,-66.0753415
44.31082174,-65.76330702
44.31082174,-65.76330702
44.31082174,-65.76330702
44.31082174,-65.76330702
